المعرف,الاسم,"العلامة الإزامية(نسبة إكمال البيانات)","العلامة الإجمالية(نسبة إكمال البيانات)","معتمدة بتاريخ","معتمدة من قبل المديرية بتاريخ","معتمدة من قبل الوزارة بتاريخ","المعرف(الشكل القانوني)","الاسم(الشكل القانوني)","مستخدم المديرية المعتمد","مستخدم الوزارة المعتمد",المعرف(المحافظة),الاسم(المحافظة)
1946,"البهاء لرعاية ذوي الإعاقة",67,73,,,,3,جمعية,,,13,"ريف دمشق",
1947,"العنبر السورية للخدمات الاجتماعية",67,73,,,,3,جمعية,,,13,"ريف دمشق",
1948,"البشير الخيرية",67,73,,,,1,مؤسسة,,,9,حمص,
1949,"الأفضل للطفل",57,57,,,,3,جمعية,,,5,السويداء,
1950,"بيت البر الخيرية",67,73,,,,3,جمعية,,,1,دمشق,
1951,"سبل لتمكين ذوي الإعاقة",67,73,,,,3,جمعية,,,1,دمشق,
1952,"أطفال المحبة",100,86,,,,3,جمعية,,,14,طرطوس,
1953,"حبر للتعليم والتمكين",57,61,,,,3,جمعية,,,5,السويداء,
1954,"دعم مرضى التصلب اللويحي في سورية",67,73,,,,3,جمعية,,,1,دمشق,
1955,"البهلولية الخيرية لدفن الموتى",67,73,,,,3,جمعية,,,11,اللاذقية,
1956,"رياديون للمسؤولية المجتمعية",67,73,,,,1,مؤسسة,,,13,"ريف دمشق",
1957,ذهب,80,80,,,,3,جمعية,,,4,الرقة,
1958,"ثمار المحبة",67,73,,,,3,جمعية,,,9,حمص,
1959,كون,100,86,,,,1,مؤسسة,,,14,طرطوس,
1960,"مساندة (حصن الوطن سابقاً)",67,73,,,,1,مؤسسة,,,13,"ريف دمشق",
1961,اسقبلة,73,76,,,,3,جمعية,,,14,طرطوس,
1962,"الصورة الصغيرة الخيرية",57,55,,,,3,جمعية,,,5,السويداء,
1963,"ريمه حازم الخيرية",83,78,,,,3,جمعية,,,5,السويداء,
1964,"أرض الشام",67,73,,,,1,مؤسسة,,,13,"ريف دمشق",
1965,"عريقة الخيرية",57,55,,,,3,جمعية,,,5,السويداء,
1966,"الهيات الخيرية",57,55,,,,3,جمعية,,,5,السويداء,
1967,"عبد الحليم الأعسر",67,73,,,,1,مؤسسة,,,1,دمشق,
1968,"إحياء التنموية",67,73,,,,1,مؤسسة,,,1,دمشق,
1969,"كنانة الشام",67,73,,,,3,جمعية,,,13,"ريف دمشق",
1970,"المرأة السورية",67,73,,,,1,مؤسسة,,,13,"ريف دمشق",
1971,"جسد وروح",57,55,,,,3,جمعية,,,8,حماة,
1972,"رؤى وطن للتنمية المستدامة",67,73,,,,3,جمعية,,,2,حلب,
1973,"مجال للخدمات الاجتماعية",80,77,,,,3,جمعية,,,13,"ريف دمشق",
1974,قمم,57,55,,,,3,جمعية,,,8,حماة,
1975,"شباب حبران الخيرية",82,82,,,,3,جمعية,,,,,
1976,"أبو الخليل القباني",67,73,,,,3,جمعية,,,11,اللاذقية,
1977,"رامي الخيرية",57,55,,,,3,جمعية,,,5,السويداء,
1978,"لغتي إشارتي",67,73,,,,3,جمعية,,,1,دمشق,
1979,"سعسع الخيرية",67,73,,,,3,جمعية,,,13,"ريف دمشق",
1980,"الخيرية قرحتا",67,73,,,,3,جمعية,,,13,"ريف دمشق",
1981,"بيت القصيد الثقافية",67,73,,,,3,جمعية,,,2,حلب,
1982,خزامى,57,55,,,,3,جمعية,,,8,حماة,
1983,"نقاء البيئة في عدرا العمالية",67,73,,,,3,جمعية,,,13,"ريف دمشق",
1984,"حراس الامل",73,76,,,,3,جمعية,,,8,حماة,
1985,"الانماء التربوي التعليمي",67,73,,,,3,جمعية,,,11,اللاذقية,
1986,"التكاتف للتنمية والتعليم",57,55,,,,1,مؤسسة,,,8,حماة,
1987,"ورد و غار",67,73,,,,3,جمعية,,,11,اللاذقية,
1988,"سوريانا الخيرية",57,55,,,,3,جمعية,,,5,السويداء,
1989,"الكفرون للطيران الشرعي",73,76,,,,3,جمعية,,,14,طرطوس,
1990,"أصدقاء حديقة السبكي",67,73,,,,3,جمعية,,,1,دمشق,
1991,"أصدقاء القلمون في دير عطية",67,73,,,,3,جمعية,,,13,"ريف دمشق",
1992,"حكاية الغنية",67,73,,,,3,جمعية,,,11,اللاذقية,
1993,"النادي السوري للدراجات السياحية",67,73,,,,4,نادي,,,13,"ريف دمشق",
1994,"روابط التنمية لتمكين الشباب",57,55,,,,1,مؤسسة,,,8,حماة,
1995,"أم الرمان الخيرية",57,55,,,,3,جمعية,,,5,السويداء,
1996,السكة,57,55,,,,3,جمعية,,,12,القنيطرة,
1997,"الجواد للأعمال الخيرية",67,73,,,,1,مؤسسة,,,1,دمشق,
1998,"نسور المدائن",67,73,,,,3,جمعية,,,9,حمص,
1999,"تجمع شباب المحبة والسلام",67,73,,,,3,جمعية,,,1,دمشق,
2000,"الكلمة الخيرية",67,73,,,,3,جمعية,,,13,"ريف دمشق",
2001,غنى,67,73,,,,1,مؤسسة,,,1,دمشق,
2002,"ياقوت لدعم الأشخاص ذوي الإعاقة",73,76,,,,3,جمعية,,,13,"ريف دمشق",
2003,"زمرد للأعمال الخيرية",67,73,,,,3,جمعية,,,9,حمص,
2004,"مؤسسة سورية بتجمعنا",100,100,,,,1,مؤسسة,,,1,دمشق,
2005,"حي بلال الخيرية",67,73,,,,3,جمعية,,,1,دمشق,
2006,"السويدة الخيرية",57,55,,,,3,جمعية,,,8,حماة,
2007,"بنت الجبل",57,55,,,,3,جمعية,,,5,السويداء,
2008,"الانسانية بتجمعنا",67,73,,,,3,جمعية,,,13,"ريف دمشق",
2009,"رابطة الجامعيين القدامى",67,73,,,,5,رابطة,,,2,حلب,
2010,"باشان للتنمية",57,55,,,,3,جمعية,,,5,السويداء,
2011,"أفكار للتنمية الاجتماعية",67,73,,,,1,مؤسسة,,,1,دمشق,
2012,مهاراتي,100,86,,,,3,جمعية,,,14,طرطوس,
2013,ثرى,67,73,,,,1,مؤسسة,,,13,"ريف دمشق",
2014,"أصدقاء الحدائق",67,73,,,,3,جمعية,,,1,دمشق,
2015,"الخليل الخيرية",100,86,,,,3,جمعية,,,1,دمشق,
2016,"المرشتة الخيرية",73,76,,,,3,جمعية,,,14,طرطوس,
2017,"آراميو المشرق",67,73,,,,1,مؤسسة,,,1,دمشق,
2018,"تكاتف شبابي",67,73,,,,3,جمعية,,,7,"دير الزور",
2019,"أبناء المجد",67,73,,,,3,جمعية,,,11,اللاذقية,
2020,تيما,67,73,,,,3,جمعية,,,13,"ريف دمشق",
2021,القاسم,67,73,,,,1,مؤسسة,,,13,"ريف دمشق",
2022,"سالة الخيرية",57,55,,,,3,جمعية,,,5,السويداء,
2023,الصويري,100,86,,,,3,جمعية,,,14,طرطوس,
2024,"المرأة حياة",57,55,,,,3,جمعية,,,5,السويداء,
2025,"خربة الفرس",100,86,,,,3,جمعية,,,14,طرطوس,
2026,بصرصر,73,76,,,,3,جمعية,,,14,طرطوس,
2027,"بصمة فراتية",67,73,,,,3,جمعية,,,7,"دير الزور",
2028,"إشارة للصم والبكم",67,67,,,,3,جمعية,,,12,القنيطرة,
2029,"الطبية السورية",100,90,,,,3,جمعية,,,3,الحسكة,
2030,بادر,67,73,,,,3,جمعية,,,2,حلب,
2031,"أرابيسك التنموية",67,73,,,,1,مؤسسة,,,13,"ريف دمشق",
2032,"الطفل اليتيم",57,55,,,,3,جمعية,,,5,السويداء,
2033,تسنيم,67,73,,,,3,جمعية,,,13,"ريف دمشق",
2034,"انوار كرفس",100,86,,,,3,جمعية,,,14,طرطوس,
2035,"حلبكو الخيرية",67,73,,,,3,جمعية,,,11,اللاذقية,
2036,"التحدي للإعاقة",67,73,,,,3,جمعية,,,7,"دير الزور",
2037,مرساة,57,55,,,,1,مؤسسة,,,5,السويداء,
2038,"الفصول الأربعة بالحسكة",83,80,,,,1,مؤسسة,,,3,الحسكة,
2039,"التنمية الإنسانية",67,73,,,,1,مؤسسة,,,13,"ريف دمشق",
2040,"التجذع للبحث العلمي",67,73,,,,3,جمعية,,,1,دمشق,
2041,حقي,67,73,,,,3,جمعية,,,13,"ريف دمشق",
2042,"معاً لدعم الايتام",67,73,,,,1,مؤسسة,,,13,"ريف دمشق",
2043,ظلال,67,73,,,,1,مؤسسة,,,13,"ريف دمشق",
2044,"شيوخ العشائر",67,73,,,,1,مؤسسة,,,13,"ريف دمشق",
2045,"السورية للتزيين والتجميل والتصميم",67,73,,,,3,جمعية,,,1,دمشق,
2046,"قلبي معكم",100,86,,,,3,جمعية,,,12,القنيطرة,
2047,"خير الأنام لرعاية الايتام",67,73,,,,1,مؤسسة,,,13,"ريف دمشق",
2048,"الأيام التنموية",67,73,,,,1,مؤسسة,,,1,دمشق,
2049,الواعدون,67,73,,,,3,جمعية,,,13,"ريف دمشق",
2050,"تيما التنموية",67,73,,,,1,مؤسسة,,,1,دمشق,
2051,"أصدقاء الورود",57,55,,,,3,جمعية,,,8,حماة,
2052,"سياج الياسمين",67,73,,,,3,جمعية,,,13,"ريف دمشق",
2053,"دوير بسنديانة الخيرية",67,73,,,,3,جمعية,,,11,اللاذقية,
2054,شهد,67,73,,,,1,مؤسسة,,,13,"ريف دمشق",
2055,"جمعية رعاية المساجين وأسرهم بدير الزور",67,73,,,,3,جمعية,,,7,"دير الزور",
2056,"نعم لعطائي لا لإعاقتي",100,86,,,,3,جمعية,,,12,القنيطرة,
2057,"إنعام الفرات النسائية",67,73,,,,3,جمعية,,,7,"دير الزور",
2058,"بيت العائلة لذوي الإعاقة",67,73,,,,3,جمعية,,,1,دمشق,
2059,"سوريون من أجل التراث العمراني",67,73,,,,3,جمعية,,,1,دمشق,
2060,"نساء قادة",67,73,,,,1,مؤسسة,,,1,دمشق,
2061,"زيت وحنطة",67,73,,,,1,مؤسسة,,,13,"ريف دمشق",
2062,"أطباء من أجل الجميع",67,73,,,,1,مؤسسة,,,1,دمشق,
2063,"السورية للطاقات المتجددة",67,73,,,,3,جمعية,,,1,دمشق,
2064,"الياس حنا الخيرية",67,73,,,,1,مؤسسة,,,1,دمشق,
2065,تكوين,67,73,,,,1,مؤسسة,,,13,"ريف دمشق",
2066,"تعاطف للتنمية والتواصل اللا عنفي",67,73,,,,1,مؤسسة,,,1,دمشق,
2067,"زينون السوري",67,73,,,,1,مؤسسة,,,1,دمشق,
2068,"المتميزون للتنمية",67,73,,,,1,مؤسسة,,,1,دمشق,
2069,"زهرة الجليل",67,73,,,,3,جمعية,,,13,"ريف دمشق",
2070,"ملتقى الأسرة السورية",67,73,,,,1,مؤسسة,,,1,دمشق,
2071,"الضاهرية الخيرية",57,55,,,,3,جمعية,,,8,حماة,
2072,شمول,67,73,,,,1,مؤسسة,,,1,دمشق,
2073,"جمعية عمران للاعمال الخيرية",100,86,,,,3,جمعية,,,14,طرطوس,
2074,"فسحة امل",67,73,,,,2,اتحاد,,,6,درعا,
2075,"اسم المنظمة باللغة العربية",100,96,"2024-07-14 09:30:08","2024-07-16 13:42:21","2024-07-16 13:42:28",3,جمعية,"test farah","test farah",1,دمشق,
2077,"رجال الأعمال العرب والسوريين",59,70,,,,1,مؤسسة,,,1,دمشق,
2078,ردفاء,67,73,,,,1,مؤسسة,,,13,"ريف دمشق",
2079,"طريقي التنموية",67,73,,,,1,مؤسسة,,,1,دمشق,
2080,"تكنولوجيا المستقبل",,,,,,1,مؤسسة,,,1,دمشق,
2081,"بيت العلوم للتعليم والتمكين",,,,,,3,جمعية,,,2,حلب,
2082,"مرعي التنموية",,,,,,1,مؤسسة,,,11,اللاذقية,
2083,وجد,,,,,,3,جمعية,,,13,"ريف دمشق",
2084,"الجمعية التنموية لخدمات المجتمع والإسكان",,,,,,3,جمعية,,,2,حلب,
2085,"الأطباء السوريين للصحة العامة",,,,,,3,جمعية,,,1,دمشق,
2087,"زهر للتنمية",,,,,,1,مؤسسة,,,2,حلب,
2088,"شهب التنموية",100,90,"2023-10-05 12:45:36",,,3,جمعية,,,14,طرطوس,
2089,"آفاق السورية للتنمية",,,,,,3,جمعية,,,10,إدلب,
2090,"قروصو الخيرية",,,,,,3,جمعية,,,11,اللاذقية,
2091,"بسمة قلب",,,,,,3,جمعية,,,11,اللاذقية,
2092,"عين البيضا الخيرية",,,,,,3,جمعية,,,11,اللاذقية,
2093,"معك لآخر نفس",100,86,,,,3,جمعية,,,11,اللاذقية,
2094,"مركز خدمات منصة تشارك",,,,,,3,جمعية,,,1,دمشق,
2095,"وتين للأعمال الخيرية",,,,,,3,جمعية,,,3,الحسكة,
2096,"نسمة الخيرية",94,84,,,,3,جمعية,,,3,الحسكة,
2098,"بيارق الخير",,,,,,3,جمعية,,,13,"ريف دمشق",
2099,كحيل,,,,,,3,جمعية,,,6,درعا,
2101,"نواة الخيرية",,,,,,3,جمعية,,,13,"ريف دمشق",
2102,"شقائق النعمان للتعليم والتمكين",100,90,,,,3,جمعية,,,3,الحسكة,
2103,"المتقن للتعليم والتمكين",,,,,,3,جمعية,,,3,الحسكة,
2104,جديل,,,,,,1,مؤسسة,,,2,حلب,
2105,سور,,,,,,3,جمعية,,,2,حلب,
2106,"السورية للانشطة الجبلية",,,,,,3,جمعية,,,11,اللاذقية,
2107,"خان دنون",,,,,,3,جمعية,,,13,"ريف دمشق",
2108,"جسور الخيرية التنموية",,,,,,3,جمعية,,,13,"ريف دمشق",
2109,"ست الشام",,,,,,1,مؤسسة,,,13,"ريف دمشق",
2110,"الأسرة السورية للتنمية والتطوير",,,,,,1,مؤسسة,,,13,"ريف دمشق",
2111,متكاتفون,57,55,,,,3,جمعية,,,8,حماة,
2112,"همم المسقبل للتدريب والتأهيل والتعليم",70,75,,,,1,مؤسسة,,,14,طرطوس,
2114,أيتامنا,,,,,,3,جمعية,,,9,حمص,
2115,"طوق الياسمين",,,,,,1,مؤسسة,,,11,اللاذقية,
2116,"التمييز التنموية",,,,,,1,مؤسسة,,,1,دمشق,
2117,شبيلا,,,,,,3,جمعية,,,9,حمص,
2118,"لاما الخيرية الصحية",,,,,,1,مؤسسة,,,13,"ريف دمشق",
2119,عبور,,,,,,1,مؤسسة,,,1,دمشق,
2120,"الرسالة الخيرية",100,86,,,,3,جمعية,,,12,القنيطرة,
2121,"حقولنا الخضراء",,,,,,1,مؤسسة,,,1,دمشق,
2122,"العماد الخيرية",,,,,,1,مؤسسة,,,13,"ريف دمشق",
2124,"الدراسات التربوية والنفسية تحدي التحدي",,,,,,1,مؤسسة,,,1,دمشق,
2125,البدر,,,,,,1,مؤسسة,,,13,"ريف دمشق",
2126,"ازرع الخيرية",,,,,,3,جمعية,,,6,درعا,
2127,"مدارات الإتقان",,,,,,1,مؤسسة,,,13,"ريف دمشق",
2128,"انت قادر",,,,,,1,مؤسسة,,,1,دمشق,
2129,"الرضا الخيرية التنموية",,,,,,1,مؤسسة,,,1,دمشق,
2130,"السورية للبيئة والتغيرات المناخية",,,,,,1,مؤسسة,,,1,دمشق,
2131,"محجة الخيرية",,,,,,3,جمعية,,,6,درعا,
2132,"رياديو المناخ السوري",,,,,,1,مؤسسة,,,1,دمشق,
2133,"مجلس صروح الوطني للتراث والثقافة والفكر",,,,,,1,مؤسسة,,,1,دمشق,
2134,"يمنى الخيرية",70,75,,,,1,مؤسسة,,,4,الرقة,
2135,"شريان للتنمية والإعمار",57,55,,,,1,مؤسسة,,,8,حماة,
2136,المزار,,,,,,3,جمعية,,,11,اللاذقية,
2137,تدعيم,,,,,,3,جمعية,,,1,دمشق,
2138,"الموارد البشرية",,,,,,1,مؤسسة,,,1,دمشق,
2140,"الملاك الخيرية",,,,,,3,جمعية,,,13,"ريف دمشق",
2141,"مناهل العلم التعليمية",,,,,,3,جمعية,,,1,دمشق,
2142,فكرة,,,,,,1,مؤسسة,,,1,دمشق,
2143,"بذور الخير",,,,,,3,جمعية,,,13,"ريف دمشق",
2144,"مريم للاسكان والتنمية",,,,,,1,مؤسسة,,,1,دمشق,
2145,"الحميد التنموية",,,,,,3,جمعية,,,9,حمص,
2146,"الخضراء لحماية البيئة",,,,,,1,مؤسسة,,,13,"ريف دمشق",
2147,"المؤسسة الفلسطينية للثقافة والتنمية",,,,,,1,مؤسسة,,,1,دمشق,
2148,"همم وقمم",,,,,,3,جمعية,,,13,"ريف دمشق",
2149,"إيليا التعليمية",,,,,,1,مؤسسة,,,1,دمشق,
2150,اقرأ,,,,,,1,مؤسسة,,,1,دمشق,
2151,"النورس الخيرية في البرجان",,,,,,3,جمعية,,,11,اللاذقية,
2152,"تاج للتنمية",,,,,,1,مؤسسة,,,13,"ريف دمشق",
2153,"رفيف الأماني",67,59,,,,1,مؤسسة,,,12,القنيطرة,
2154,"العزم للكفيفات المسنات",,,,,,3,جمعية,,,1,دمشق,
2155,"عرامو الخيرية",,,,,,3,جمعية,,,1,دمشق,
2156,"يراع وإبداع",,,,,,1,مؤسسة,,,13,"ريف دمشق",
2157,"ذات التنموية",,,,,,1,مؤسسة,,,13,"ريف دمشق",
2158,"بالعلم نرتقي",,,,,,1,مؤسسة,,,13,"ريف دمشق",
2159,"طريق العلم",,,,,,1,مؤسسة,,,1,دمشق,
2160,بوابات,,,,,,3,جمعية,,,11,اللاذقية,
2161,البشارة,,,,,,3,جمعية,,,6,درعا,
2162,"السورية للزراعة التجددية",,,,,,1,مؤسسة,,,13,"ريف دمشق",
2163,"زين التاج",,,,,,1,مؤسسة,,,1,دمشق,
2164,"جديدة البحر",70,75,,,,3,جمعية,,,14,طرطوس,
2165,"إبداع للتدريب والتطوير",,,,,,1,مؤسسة,,,13,"ريف دمشق",
2166,"الرصافة للتنمية",70,75,,,,3,جمعية,,,4,الرقة,
2167,"الغطاء الأخضر",57,55,,,,3,جمعية,,,8,حماة,
2168,"العالية الخيرية",83,80,,,,3,جمعية,,,6,درعا,
2169,"فكر وقلب",,,,,,1,مؤسسة,,,13,"ريف دمشق",
2170,الذيابية,,,,,,1,مؤسسة,,,13,"ريف دمشق",
2171,"عطايا المزينة الخيرية",,,,,,3,جمعية,,,9,حمص,
2172,"فديو الخيرية",70,75,,,,3,جمعية,,,11,اللاذقية,
2173,"عبق الفرات لحماية البيئة",70,75,,,,3,جمعية,,,4,الرقة,
2174,"آلمى الخيرية",67,59,,,,3,جمعية,,,12,القنيطرة,
2175,"أسرتنا حياة",70,75,,,,3,جمعية,,,1,دمشق,
2176,"التلقي للتعليم والتمكين بالحسكة",,,,,,3,جمعية,,,3,الحسكة,
2177,"المعين الإنسانية",57,55,,,,3,جمعية,,,8,حماة,
2178,"الخيرية في مدينة انخل",57,55,,,,3,جمعية,,,6,درعا,
2179,"غصم الخيرية",57,55,,,,3,جمعية,,,6,درعا,
2180,"ترشيد للأعمال الإنسانية",57,55,,,,1,مؤسسة,,,1,دمشق,
2181,"جمعية عوافي الصحية الخيرية",57,55,,,,3,جمعية,,,6,درعا,
2182,"صبا للثقافة والفنون",57,55,,,,3,جمعية,,,2,حلب,
2183,"قادرون للتنمية",57,55,,,,1,مؤسسة,,,10,إدلب,
2184,"ماعص الخيرية",57,55,,,,3,جمعية,,,13,"ريف دمشق",
2185,"الخيرية تجربة",67,61,,,,1,مؤسسة,,,1,دمشق,
2186,"الناس لبعضا",57,55,,,,3,جمعية,,,9,حمص,
2187,أنهار,57,55,,,,1,مؤسسة,,,1,دمشق,
2188,"لنبدع معا",57,55,,,,3,جمعية,,,8,حماة,
2189,"اشراقة أمل",57,57,,,,3,جمعية,,,12,القنيطرة,
2190,"زايد الخير",67,61,,,,3,جمعية,,,12,القنيطرة,
2191,الهدف,90,82,,,,3,جمعية,,,1,دمشق,
2192,sdsad,,,,,,1,مؤسسة,,,1,دمشق,
2193,"Jessica Clemons",,,,,,1,مؤسسة,,,,,
2194,"Jessica Clemons",,,,,,1,مؤسسة,,,,,
2195,"Jessica Clemons",,,,,,1,مؤسسة,,,,,
